y/m/d,high(Åé),low(Åé),max_precipitation_10min(mm),daylight_hours(hours)
07/09/1998,22.8,20.5,1,0
08/09/1998,27.3,20.2,0.5,2.4
09/09/1998,29.8,21.7,0,10.2
10/09/1998,30.8,22.5,0,11
11/09/1998,30.2,22.1,0,3.2
12/09/1998,28.5,23.3,0,1.6
13/09/1998,30.7,22.6,0,11.2
14/09/1998,29.7,22.7,0,6.6
15/09/1998,27.9,21.4,11,0.4
16/09/1998,32.8,22.3,6.5,7.1
17/09/1998,28.8,21.8,0,2
18/09/1998,24,20.5,1,0
19/09/1998,31,22.1,0,5.6
20/09/1998,31.4,24.4,0,6.8
21/09/1998,29.9,25.2,2.5,1
22/09/1998,29.8,25.2,3,0.6
23/09/1998,27.3,24.5,1.5,0
24/09/1998,29.4,22.7,3,1.1
25/09/1998,30.8,25,0,7.8
26/09/1998,26.5,19.9,1.5,0
27/09/1998,20.6,17.7,0.5,0
28/09/1998,23.5,17.7,1,0
29/09/1998,23.2,20.6,0.5,0
30/09/1998,23.2,19.4,0.5,0
01/10/1998,22,20.5,3,0
02/10/1998,31.9,20.8,0,9.8
03/10/1998,26.8,21.2,0,6.2
04/10/1998,28.6,19.7,0,9.8
05/10/1998,22.1,18.5,0,0
06/10/1998,20.5,17.1,1.5,0
07/10/1998,23.2,20,0.5,0.1
08/10/1998,28.9,20.3,0.5,4.3
09/10/1998,26.7,19.6,0,8.8
10/10/1998,25.8,18.3,0,7.4
11/10/1998,23.3,17.3,0,10.4
12/10/1998,22.5,15.4,0,3.8
13/10/1998,22.9,17.1,0.5,0
14/10/1998,23,15.5,1.5,0.4
15/10/1998,27.9,22.2,0.5,3
16/10/1998,26,20.7,1,0
17/10/1998,20.8,15.7,2.5,0
18/10/1998,28.2,15.8,1,5.7
19/10/1998,28.3,20.3,0,9.6
20/10/1998,22.5,17.3,0,1.6
21/10/1998,17.5,13.7,1,0
22/10/1998,20.4,13.8,0.5,2
23/10/1998,19,14.4,0.5,0.5
24/10/1998,15.9,13.2,0.5,0
25/10/1998,23.5,11.9,0,10
26/10/1998,21.3,13.9,0,1.7
27/10/1998,16.9,12.7,0.5,0
28/10/1998,24.7,12.8,0,9.5
29/10/1998,21.3,16.9,0,0.5
30/10/1998,22.6,15.6,0.5,4.5
31/10/1998,24.8,17.2,1.5,7.6
01/11/1998,21.7,17.1,0,1.5
02/11/1998,17.6,15.1,0,0
03/11/1998,24,15.1,0,6.6
04/11/1998,23.2,16.1,0,2.2
05/11/1998,19.9,13.4,0,4.2
06/11/1998,15,11.3,0,0.5
07/11/1998,15,11.7,0,0
08/11/1998,20.2,10.6,0,9
09/11/1998,25,12.1,0,7.7
10/11/1998,19.2,13.9,0,2.7
11/11/1998,16.9,11.5,0,3.5
12/11/1998,17.3,11.2,0,7.7
13/11/1998,16.9,8.2,0,5.6
14/11/1998,22.2,9.4,0,9.4
15/11/1998,22,11.5,0,9.2
16/11/1998,21.2,10.8,0.5,6.7
17/11/1998,23.8,13.6,0,2.3
18/11/1998,16.4,10.3,0,5.4
19/11/1998,14.4,7.2,0,4.9
20/11/1998,13.3,5.3,0,9.5
21/11/1998,15.2,6.5,0,7.3
22/11/1998,10.3,6.1,0,1.8
23/11/1998,14.8,5.8,0,6.2
24/11/1998,15.2,7.7,0,7.4
25/11/1998,15.4,8.6,0,8.8
26/11/1998,13.1,7.8,0,8.6
27/11/1998,14.8,6.4,0,4.6
28/11/1998,19.1,9.1,0,8.4
29/11/1998,12.5,8.6,0,2.5
30/11/1998,15.2,7.5,1,3.7
01/12/1998,17.6,8.1,0.5,8.4
02/12/1998,13,4.1,1,0
03/12/1998,6.3,2.4,1,0
04/12/1998,9.3,2.8,0.5,0.8
05/12/1998,10.6,7,1,0
06/12/1998,13.9,8.8,0,6.2
07/12/1998,9.9,6.5,1,0
08/12/1998,13.4,9.7,0,0
09/12/1998,13.1,8.1,0,0.4
10/12/1998,10.7,5.3,0,1.9
11/12/1998,12,4.5,0,6.2
12/12/1998,9.5,4.8,0,1.9
13/12/1998,11.9,3.3,0,8.4
14/12/1998,14.6,3.7,0,6.1
15/12/1998,15.5,7.2,0,5.5
16/12/1998,13.6,8.2,0,0.9
17/12/1998,18.4,6.3,0,8.6
18/12/1998,12.5,5.8,0,7.1
19/12/1998,13.9,5.3,0,8.2
20/12/1998,13.9,5.8,0,8.5
21/12/1998,11.6,6.2,0,8.4
22/12/1998,15.2,4.5,0,8.1
23/12/1998,14.2,6.2,0,5.9
24/12/1998,11.4,6.4,0,8.7
25/12/1998,10.3,4.6,0,4.4
26/12/1998,13.9,4.3,0,8.3
27/12/1998,10,4.6,0,0.8
28/12/1998,13.4,4.2,0,8.5
29/12/1998,12.5,4.6,0,7.9
30/12/1998,13.8,4.7,0,7
31/12/1998,9.9,2.9,0,5.3
01/01/1999,9.1,2,0,9.1
02/01/1999,10.3,0.8,0,9
03/01/1999,10.6,4.2,0,8.8
04/01/1999,10.5,3.9,0,8.8
05/01/1999,9.5,1.9,0,8.8
06/01/1999,11.3,1.5,0,6.1
07/01/1999,12.7,3.7,0,4.7
08/01/1999,6.1,1.6,0,5
09/01/1999,7.9,-0.1,0,9.2
10/01/1999,9.3,-0.9,0,9.3
11/01/1999,10.1,0.3,0,9.3
12/01/1999,11.2,2.6,0,9.1
13/01/1999,12.4,2.2,0,8.6
14/01/1999,11.5,2.1,0,9.2
15/01/1999,7.1,3.2,0,0
16/01/1999,11.8,1.7,0,7.6
17/01/1999,10.2,2.6,0,9.5
18/01/1999,11.8,1.8,0,7.8
19/01/1999,8.9,3.5,0,0.9
20/01/1999,16.4,3.6,0,8.6
21/01/1999,9.5,4.1,0,9.6
22/01/1999,11.7,1.7,0,9.5
23/01/1999,14.7,2.6,0,8.1
24/01/1999,9.1,3.3,0.5,0
25/01/1999,7.7,4.5,1,0
26/01/1999,15.3,4.2,0.5,8
27/01/1999,11.2,5.5,0,0.7
28/01/1999,16.1,4.3,0,7.9
29/01/1999,10.7,3.6,0,4.6
30/01/1999,7.5,1.3,0,9.4
31/01/1999,11.2,0.6,0,9.8
01/02/1999,10.6,4.3,0,1.7
02/02/1999,12.4,5,0,4.7
03/02/1999,6.9,0.3,0,4.4
04/02/1999,7.1,-1.4,0,9.7
05/02/1999,9.2,-0.1,0,9.3
06/02/1999,10.1,3.1,0,10
07/02/1999,10.9,1.4,0,9.4
08/02/1999,14.6,4.3,0,10
09/02/1999,11.7,5.3,0,9.7
10/02/1999,12.1,3.7,0,7.6
11/02/1999,6.9,0.8,1.5,1.8
12/02/1999,10,3.1,0.5,8.4
13/02/1999,6.4,0.9,0,10.3
14/02/1999,8.8,-0.1,0,10.1
15/02/1999,9.9,0.1,0,7.6
16/02/1999,12.7,3,0,10.1
17/02/1999,14.5,4.3,0,10
18/02/1999,21.3,5.9,0,6.6
19/02/1999,10.6,2,1,0.1
20/02/1999,10.2,1.2,0,7
21/02/1999,8.3,1.9,0,7.5
22/02/1999,10.6,1.4,0,9.9
23/02/1999,13.7,2.6,0,10.1
24/02/1999,7.8,3.7,1,0
25/02/1999,14,3.7,0,10.1
26/02/1999,12.8,4.4,0,1.9
27/02/1999,17.5,4,0.5,2.7
28/02/1999,12.1,2.2,0,10.2
01/03/1999,12.7,3.7,0,9.3
02/03/1999,16,5.4,0,9.8
03/03/1999,13.1,7,0,5.6
04/03/1999,17.1,5.3,0,7.3
05/03/1999,17.7,8.8,0,5.5
06/03/1999,15.7,9.6,0,10
07/03/1999,11.3,4.3,1,0
08/03/1999,11,4.3,0,4
09/03/1999,9.3,2.1,0.5,0
10/03/1999,8.2,2.7,0,0
11/03/1999,9.1,4.9,0.5,0
12/03/1999,10,3.8,0,6.1
13/03/1999,11.4,2.9,0,1.7
14/03/1999,18.3,6.9,0,7.3
15/03/1999,17.7,12.8,6,0
16/03/1999,16.9,10.2,0.5,5.8
17/03/1999,17.7,9.9,0,1.1
18/03/1999,20.3,14.5,0,6.7
19/03/1999,18.7,11.2,1,0
20/03/1999,11.4,2.8,1,0
21/03/1999,6.8,3.5,1,0
22/03/1999,9.8,3.3,1.5,6.8
23/03/1999,12.3,2.9,0,10.9
24/03/1999,16.5,5.9,0,8.3
25/03/1999,14.5,9.8,0.5,0
26/03/1999,17.4,12.7,0.5,0
27/03/1999,17.2,6.5,0.5,1.7
28/03/1999,10.9,6.5,0,1.3
29/03/1999,11.7,3.9,0,9.1
30/03/1999,10.5,3.9,0.5,0.1
31/03/1999,12.2,4.3,1,0.6
01/04/1999,18.2,6.9,0,5.6
02/04/1999,22.2,11.7,0,7.6
03/04/1999,13.1,8.8,0,6.2
04/04/1999,15.6,7.9,0,4.8
05/04/1999,17.3,10,0,0.7
06/04/1999,14.4,8.3,3,0.1
07/04/1999,16.4,6.9,0,5.5
08/04/1999,13,6.1,0,12
09/04/1999,16.5,5.4,0,10.7
10/04/1999,15.6,10.4,1,0
11/04/1999,16.6,12,2.5,0
12/04/1999,19.9,13.9,1,0.7
13/04/1999,23.9,15.4,0,7.7
14/04/1999,20.8,12.8,0,9.2
15/04/1999,20,11.7,0,8.7
16/04/1999,18.2,12.4,0,3.1
17/04/1999,20.8,12.2,0,6.7
18/04/1999,17.8,14.4,0.5,0
19/04/1999,15.4,12.3,1.5,0
20/04/1999,23.5,13.9,0.5,8.9
21/04/1999,20.4,13.8,0,6.9
22/04/1999,22,13.8,0,9.3
23/04/1999,18.9,13.3,2,0
24/04/1999,16.1,13.2,2,0
25/04/1999,21.2,13.4,1,3.2
26/04/1999,21.4,15.4,0,3.7
27/04/1999,24,14.9,0,7.7
28/04/1999,23.2,14.1,0.5,2
29/04/1999,15.3,10.6,2,2.2
30/04/1999,18.4,8.8,0,13.1
01/05/1999,20.8,10.9,0,12.6
02/05/1999,23.6,13,0,8.9
03/05/1999,21.1,15.1,0,2.8
04/05/1999,19.3,15.2,2.5,0
05/05/1999,24.8,16.2,3,10.7
06/05/1999,22.1,15.4,0,10.4
07/05/1999,25.3,15.1,0,12.8
08/05/1999,25.5,17.4,0,8.3
09/05/1999,23.6,17.6,0,3.6
10/05/1999,23.9,18,0,1.4
11/05/1999,21.5,15.6,0,1.7
12/05/1999,25,15,0,11.3
13/05/1999,25.1,16.9,0,9.9
14/05/1999,23.7,17.9,0,7.1
15/05/1999,21.6,14.3,2.5,2.4
16/05/1999,18.4,14.2,0,0
17/05/1999,23.9,14.7,0,9.7
18/05/1999,22.6,15.7,0,3
19/05/1999,21.6,16.2,1,0
20/05/1999,28.4,18.9,0,5.1
21/05/1999,28,17.2,0,12.3
22/05/1999,25.5,18,0,8.9
23/05/1999,28.3,17.7,0,11
24/05/1999,22.6,17.2,1,0.2
25/05/1999,31.9,16.4,0,7.7
26/05/1999,23.3,18.8,0.5,0.5
27/05/1999,26.3,17.9,2,0.6
28/05/1999,22.8,19.6,0,0
29/05/1999,22,17.7,0,0.7
30/05/1999,25.8,16.8,0,11.6
31/05/1999,25.5,18.1,0,8.8
01/06/1999,27.5,17.3,0,12.6
02/06/1999,27.6,18.8,0,6.2
03/06/1999,27.7,22,0,2
04/06/1999,27.6,20.8,0,3.3
05/06/1999,28.8,19.9,0,6.5
06/06/1999,29.6,20.8,0,10.3
07/06/1999,23.5,20.6,2.5,0
08/06/1999,29.2,20.5,0,8.3
09/06/1999,26.5,18.5,1,7.5
10/06/1999,26.1,18.8,0,8.1
11/06/1999,26.9,21.3,0,8.4
12/06/1999,27.7,20.1,0,10.4
13/06/1999,27.7,21,0,10
14/06/1999,28.7,21.8,0,11.5
15/06/1999,28.7,22,0,5.5
16/06/1999,32.9,24,0,7.5
17/06/1999,30.7,19.4,0.5,1.7
18/06/1999,19.6,15.4,4.5,0
19/06/1999,18.7,15.5,1,0
20/06/1999,20.4,16.5,1.5,0
21/06/1999,26.5,18.2,0,8.3
22/06/1999,25.5,20.2,1,2.1
23/06/1999,26.1,19.7,0,3.4
24/06/1999,28.1,21.5,0.5,0.1
25/06/1999,26.5,20.8,2,0
26/06/1999,25.7,20.8,0.5,1
27/06/1999,26.2,21.5,4,0
28/06/1999,23.9,19.9,0,0
29/06/1999,23.1,19.1,3.5,0
30/06/1999,26.2,18.6,6.5,1.1
01/07/1999,28.1,21.1,2,2.7
02/07/1999,29,20.5,0,7.7
03/07/1999,27.1,22.3,2,0
04/07/1999,31,21.5,6,8.8
05/07/1999,24.4,19.8,1.5,0
06/07/1999,23.6,18.9,1,1.2
07/07/1999,27.1,17.7,0,11.7
08/07/1999,25.8,17.8,0,10.8
09/07/1999,25.1,17.2,0,1.4
10/07/1999,27.3,17.9,1,3
11/07/1999,26.5,19.8,3,0
12/07/1999,27.5,22.6,0.5,0
13/07/1999,24.8,21.9,13.5,0
14/07/1999,30.2,23.8,13,1
15/07/1999,31.3,24.3,1.5,3
16/07/1999,32.2,25.1,0,8.9
17/07/1999,30.1,25.3,0,2.7
18/07/1999,30.1,23.6,0,2.8
19/07/1999,28.3,22.4,0,0.6
20/07/1999,28.8,22.9,0,0.8
21/07/1999,33.3,24.5,6.5,3.2
22/07/1999,32.7,24.7,4.5,3.6
23/07/1999,34.2,25.4,0,8.1
24/07/1999,34.2,26.9,0,12.9
25/07/1999,34.2,26.7,0,11.8
26/07/1999,33.6,26,0,12.7
27/07/1999,32.9,26.6,0,7.1
28/07/1999,31.7,26.6,0,5.1
29/07/1999,33.7,26.9,0,11.4
30/07/1999,34.1,26.8,0,12.6
31/07/1999,33,26.6,0,13.4
01/08/1999,32.9,26.9,0,11.7
02/08/1999,33.1,26.7,0,7.2
03/08/1999,33.4,27,0,10.6
04/08/1999,33.5,26,2.5,7.7
05/08/1999,32.9,25.9,5.5,6.8
06/08/1999,32.3,25.6,5.5,4.2
07/08/1999,32.2,26.8,0,7.9
08/08/1999,33.4,27,0,10.1
09/08/1999,33.1,26.5,0,5.4
10/08/1999,29.4,23.9,4,0.7
11/08/1999,33.4,26,0,13
12/08/1999,33.9,26.4,0,7.9
13/08/1999,31,25.5,7,0.5
14/08/1999,27.5,25.1,8,0
15/08/1999,31.7,26.3,0,6.4
16/08/1999,32.3,26.1,0,6.6
17/08/1999,33.6,26.6,0,8.8
18/08/1999,33.9,27.1,0,10.2
19/08/1999,33,27,0,11.1
20/08/1999,32,27,0,5.9
21/08/1999,32.3,26.2,0,9.2
22/08/1999,32.6,26.2,0.5,8.6
23/08/1999,34.8,26.6,0,9.3
24/08/1999,31,23.6,24,0.6
25/08/1999,30.9,25.3,0,4.5
26/08/1999,30.7,24.5,0,5.8
27/08/1999,31.9,24.8,0.5,1.4
28/08/1999,29.7,24,0,1.3
29/08/1999,33.1,23.1,17,4.1
30/08/1999,30.7,24.6,0,6.6
31/08/1999,34.2,25.4,0,9.9
01/09/1999,34.2,27.5,0,10.6
02/09/1999,30.2,22,6,1.5
03/09/1999,29,23.7,0,0.8
04/09/1999,27,24.6,0,0
05/09/1999,29.6,22.6,0,9.5
06/09/1999,29.4,24.2,0.5,3.3
07/09/1999,30,25.4,0,0.7
08/09/1999,32.8,25.8,0,6
09/09/1999,33.5,25.9,0,4.5
10/09/1999,31.8,25.5,0,5.3
11/09/1999,32,25.3,0,4.5
12/09/1999,33.7,26.6,0,9.9
13/09/1999,32,25.6,0.5,4.3
14/09/1999,34.1,25.8,0.5,10.3
15/09/1999,30.4,22,1,1.5
16/09/1999,26.7,22,1,0.1
17/09/1999,23.7,20.9,1,0
18/09/1999,26.2,22,0,0.1
19/09/1999,29.9,22.6,0,4.3
20/09/1999,30.6,25.5,0,3.7
21/09/1999,28.8,20.5,3,1.6
22/09/1999,20.6,18,2.5,0
23/09/1999,26.9,18.2,0.5,8
24/09/1999,28.5,21.2,2.5,2.4
25/09/1999,33.2,26,0,10.5
26/09/1999,30,24,0,3.7
27/09/1999,28.1,20.8,0,5.4
28/09/1999,29.8,21.5,0,8.7
29/09/1999,24.2,20.9,0,0
30/09/1999,31.1,21.6,0,9.1
01/10/1999,26.3,21.8,0,1.7
02/10/1999,29.2,21.7,0,7.8
03/10/1999,27.1,19.7,0,1.9
04/10/1999,22.9,18.3,0,4.4
05/10/1999,20.9,17.1,0,0
06/10/1999,24.8,17.8,0,5.9
07/10/1999,26.9,19.6,0,1.9
08/10/1999,24.6,20.6,0,0
09/10/1999,22.2,17.2,0,6.5
10/10/1999,23,15.7,0,10.1
11/10/1999,26,15.8,0,10.5
12/10/1999,28.9,19.5,0,9.7
13/10/1999,27.8,21.1,0,6.6
14/10/1999,29.2,17.9,3,5.2
15/10/1999,18.7,16,0.5,0
16/10/1999,22.3,16,0,0.3
17/10/1999,17.9,15.5,0,0.1
18/10/1999,19.1,13.2,0,7.5
19/10/1999,17.3,11.5,0.5,0.6
20/10/1999,17.2,11.5,1.5,1.1
21/10/1999,22.6,13.6,0,10.1
22/10/1999,19.5,14.6,0,0
23/10/1999,24,13.7,0,9.4
24/10/1999,19.7,10.3,0,9.6
25/10/1999,20.1,10.8,0,10.2
26/10/1999,21.2,11.1,0,8.8
27/10/1999,18.7,14.3,12,0
28/10/1999,26.6,15.6,2,9.6
29/10/1999,24.8,17.3,0,8.9
30/10/1999,23.8,16.1,0,7.2
31/10/1999,19.1,15.7,0,2.8
01/11/1999,23.8,15,4.5,0.1
02/11/1999,18.5,12.5,0,0
03/11/1999,17.2,12.2,0,2.5
04/11/1999,16.5,12.9,0,2
05/11/1999,19.3,10.9,0,9.8
06/11/1999,20.2,10.9,0,6.1
07/11/1999,17.6,13.5,0,0.4
08/11/1999,20.5,14.9,0,3.1
09/11/1999,20.4,14.1,2,7.3
10/11/1999,16.6,11.7,0,9.8
11/11/1999,18.3,9.2,0,7.7
12/11/1999,15.2,12.7,1,0.1
13/11/1999,22.8,11.8,0,9.6
14/11/1999,19.5,10.5,0,8.9
15/11/1999,16.5,13.7,2,0
16/11/1999,17.6,9.5,1.5,1.6
17/11/1999,15.2,7.9,0,9.4
18/11/1999,17.5,7,0.5,4.1
19/11/1999,17.7,8.5,0,9.3
20/11/1999,17.1,9.1,0,7.5
21/11/1999,18.3,9.5,0,9.1
22/11/1999,19.1,9.9,0,7.7
23/11/1999,15.6,11.3,0,0
24/11/1999,14,10.6,1.5,0
25/11/1999,19.4,11.6,0,6.7
26/11/1999,18.6,9.8,0,2.6
27/11/1999,14.1,8.4,0,7.5
28/11/1999,16.1,7,0,8.7
29/11/1999,14.9,7.4,0,8.5
30/11/1999,15.1,7.1,0,7
01/12/1999,13.2,8.2,0.5,0.3
02/12/1999,11.8,8.4,0.5,0
03/12/1999,12.3,5.8,0,9.3
04/12/1999,12.1,5.7,0,5.3
05/12/1999,13.9,6.5,0,2
06/12/1999,13.7,9.2,0,1
07/12/1999,12.7,6.9,0,9.1
08/12/1999,13.7,5.9,0,8.2
09/12/1999,18,6.6,0,8.6
10/12/1999,15.3,8.1,0,4.7
11/12/1999,16.4,5.8,0,7.8
12/12/1999,12,6.8,0,2.4
13/12/1999,13.4,3.5,0,8.3
14/12/1999,10.6,4.7,0,2.4
15/12/1999,11.6,5.5,0,7.3
16/12/1999,11.7,2.9,0,7.2
17/12/1999,16,4.8,0,6.7
18/12/1999,10.8,5.7,0,2.4
19/12/1999,10.7,4,0,7.2
20/12/1999,9.9,2.6,0,5.5
21/12/1999,12.1,1.8,0,8.7
22/12/1999,10.5,3.3,0,8.4
23/12/1999,11.3,1.7,0,8.7
24/12/1999,12,2.9,0,8.3
25/12/1999,13.3,3.7,0,8
26/12/1999,11.7,4.9,0,6.8
27/12/1999,11.2,3.5,0,8.7
28/12/1999,11.9,3.5,0,7.3
29/12/1999,15.1,3.7,0,8.1
30/12/1999,13.4,6.6,0,5.7
31/12/1999,11.4,6.3,0,1.9
01/01/2000,12.6,6,0,8
02/01/2000,8.8,4.1,0,3.4
03/01/2000,16.5,4,0.5,8.2
04/01/2000,14,7.2,0,8.6
05/01/2000,11.6,6.3,0,1.9
06/01/2000,13.3,8.2,0,1.9
07/01/2000,16.9,8.8,0.5,1.6
08/01/2000,12.2,7.1,0,0.2
09/01/2000,11.6,4.9,0,0.6
10/01/2000,15.4,7.4,2,6
11/01/2000,11.5,5.2,0,7.4
12/01/2000,6.1,2.3,0.5,0
13/01/2000,10.6,2.8,2,0
14/01/2000,16.6,8.5,0,6.1
15/01/2000,11.2,7.3,0.5,5.4
16/01/2000,9.8,5.1,0,1.1
17/01/2000,7.9,2.5,1,0
18/01/2000,11.5,6,0,7.9
19/01/2000,7.1,3.5,1,0
20/01/2000,12.2,3.4,0,7.8
21/01/2000,6.8,1.4,0,9.6
22/01/2000,8.9,1.1,0,9
23/01/2000,11.6,1.8,0,5.9
24/01/2000,12.9,4.7,0,3.1
25/01/2000,8.8,2.6,0,0
26/01/2000,8,1.2,0,8.3
27/01/2000,6.1,0.1,0,6.8
28/01/2000,9.5,-0.7,0,9.8
29/01/2000,10.8,0.9,0,9.2
30/01/2000,15.6,2.8,0,8.6
31/01/2000,10.4,3.8,0,7.4
01/02/2000,9.5,3.2,0,9
02/02/2000,11.6,3.4,0,7.7
03/02/2000,11.4,3.7,0,6.6
04/02/2000,11.8,4.4,0,9.2
05/02/2000,10.3,3.2,0,9.8
06/02/2000,10.1,3.8,0,1.8
07/02/2000,14.5,4,0,9.3
08/02/2000,13.5,0.7,1,5.7
09/02/2000,10,1.9,0,8.8
10/02/2000,10.8,2.2,0,10.2
11/02/2000,11.1,1,0,9.4
12/02/2000,12.7,4.4,0,9.8
13/02/2000,11.3,5.6,0,4.8
14/02/2000,9.7,5.1,0,1.5
15/02/2000,10.2,2,0,7.1
16/02/2000,7,0,0,6
17/02/2000,8.7,1.1,0,8.6
18/02/2000,8.6,1,0,6.7
19/02/2000,7.4,2.7,0,1.9
20/02/2000,6.7,2.4,0.5,0
21/02/2000,9,1.7,0,9.4
22/02/2000,9,1.3,0,10.1
23/02/2000,9.1,2.3,0,7.7
24/02/2000,10.5,1.5,0,8.4
25/02/2000,7.1,0.1,0,10.3
26/02/2000,4.4,1.8,0,0.5
27/02/2000,9.2,0.6,0,7.4
28/02/2000,12.8,2.8,0,10.3
29/02/2000,8.7,0.9,0,9.7
01/03/2000,11.2,1.7,0,10.4
02/03/2000,13.1,1.5,0,10.2
03/03/2000,15.2,6,0,10
04/03/2000,15.9,8.1,1,0.3
05/03/2000,15.9,8.1,0.5,1.1
06/03/2000,10,5.6,0.5,0
07/03/2000,16.5,3.6,0,9.9
08/03/2000,12,4.6,0,6.4
09/03/2000,10.8,1.9,0,10.5
10/03/2000,9.4,1.6,0,10.4
11/03/2000,10.7,2.4,0,0.4
12/03/2000,9.8,5.1,0.5,2.9
13/03/2000,14.9,4.5,0,9.4
14/03/2000,11.4,3.4,0,7.8
15/03/2000,11.9,4.4,0,9.3
16/03/2000,10.2,5.1,1,0
17/03/2000,13.3,5.2,0,10.1
18/03/2000,14.6,5.1,0,10.9
19/03/2000,16.2,7,0,4.6
20/03/2000,13,5.8,0,11
21/03/2000,9.8,3.6,1,3.9
22/03/2000,13.1,5.4,0,10.9
23/03/2000,14.4,5.1,1,0.9
24/03/2000,15.8,6.5,2.5,1.5
25/03/2000,12.4,4.7,0,7.7
26/03/2000,12.1,4.1,0,10
27/03/2000,14.2,3.2,0,11.4
28/03/2000,16.7,7.6,2.5,0.7
29/03/2000,19.9,12.8,0.5,8.4
30/03/2000,18.6,9.6,0,11.5
31/03/2000,17,8.8,0,5.4
01/04/2000,15.5,10.2,0,10.9
02/04/2000,15.6,8.3,0,4.9
03/04/2000,12.6,8.4,0,1
04/04/2000,16.6,6.4,0,8
05/04/2000,14.2,9.7,2,0
06/04/2000,16.6,12.4,0.5,2.8
07/04/2000,19.6,10.9,0,5.3
08/04/2000,20.7,11.5,0,10.5
09/04/2000,18.6,9.5,0,10.3
10/04/2000,18.2,13.8,0.5,0
11/04/2000,17.5,10.6,3.5,4.4
12/04/2000,21.1,9,0,11.4
13/04/2000,22.4,12.9,0,9.5
14/04/2000,23.6,12.7,0,3.4
15/04/2000,17.3,8.1,1,0
16/04/2000,14,7.2,0.5,0.1
17/04/2000,17.1,8,0,10.6
18/04/2000,19.5,9.2,0,11.7
19/04/2000,21.1,12.8,0,1.6
20/04/2000,14,9.8,2.5,0
21/04/2000,17.4,11,1.5,0
22/04/2000,24,14.8,0.5,11.2
23/04/2000,24.1,13.1,0,10.6
24/04/2000,20.2,10.5,2.5,8.2
25/04/2000,20.3,9,0,12.2
26/04/2000,16.6,13,1,0
27/04/2000,20.3,11.8,1,2.2
28/04/2000,20.1,12.4,0,5.5
29/04/2000,22,11.5,0,11.1
30/04/2000,21.4,11.9,0,7.5
01/05/2000,21.4,16.1,0,11.5
02/05/2000,22.5,15,0,7.2
03/05/2000,23.2,14.3,1,9.4
04/05/2000,21.9,14.2,0,10
05/05/2000,22.7,13.3,0,12.4
06/05/2000,18.8,13.4,0,0
07/05/2000,22.6,14.5,0,4.4
08/05/2000,23.8,18.2,0,8.9
09/05/2000,28.4,16.7,0,11.2
10/05/2000,23.2,14.8,0,9.2
11/05/2000,20.9,12.9,0,0.8
12/05/2000,24.6,15.1,1,1.6
13/05/2000,21.8,18.1,1.5,0
14/05/2000,24.7,17,4.5,3.6
15/05/2000,24.7,16,11.5,5.1
16/05/2000,25,15.7,0,7.9
17/05/2000,20.6,16,0.5,0
18/05/2000,21.9,14.9,1,3.1
19/05/2000,21.1,15.9,1,0
20/05/2000,17.9,15.2,2,0
21/05/2000,21.4,14.6,1,0.2
22/05/2000,24.9,15.6,0,6.6
23/05/2000,27.4,18.8,0,9.3
24/05/2000,27.4,20.3,0,8.3
25/05/2000,25.1,16.3,0,12.4
26/05/2000,26.7,18.8,0,11.3
27/05/2000,26.2,19.5,3,2
28/05/2000,29.5,19.1,1.5,4.9
29/05/2000,29.4,21.5,0,10.6
30/05/2000,30,20.4,0,11.2
31/05/2000,25.5,19.5,1,0.9
01/06/2000,27.6,18.1,7,9.1
02/06/2000,27.2,18.4,0,8.8
03/06/2000,26.1,20.1,0.5,0
04/06/2000,28.8,19,0,10.4
05/06/2000,24.4,16.4,0,9.1
06/06/2000,27,20.5,0,10.5
07/06/2000,29.4,19.8,0,11.6
08/06/2000,29.5,22.4,0.5,8.6
09/06/2000,26.8,18.8,2.5,0.1
10/06/2000,22.2,18,0.5,0
11/06/2000,18.9,17.3,1,0
12/06/2000,19.8,16.6,0.5,0
13/06/2000,20.2,16.4,1.5,0
14/06/2000,20.9,17.5,1.5,0
15/06/2000,25.9,18.1,0,7.2
16/06/2000,30.5,19.6,0,12.3
17/06/2000,26,17.5,1.5,0.1
18/06/2000,29.2,17.5,1,7.1
19/06/2000,29.6,21.9,0,9.3
20/06/2000,30.2,21.2,0,10.7
21/06/2000,28.3,22.2,0,0.3
22/06/2000,29.9,24.1,0,6.9
23/06/2000,24.4,20.1,2,0
24/06/2000,21.8,18.5,2,0
25/06/2000,21.5,16.6,1,0
26/06/2000,23.9,16.5,0.5,0
27/06/2000,27.3,20.1,0,2.8
28/06/2000,26.1,22.9,7,0
29/06/2000,28.2,23.1,0,1.1
30/06/2000,30,24.3,0.5,3.8
01/07/2000,33.5,25.1,0,10.9
02/07/2000,33.1,23.8,3.5,8.6
03/07/2000,32.8,22.9,6.5,8
04/07/2000,31.7,19.9,34,4.5
05/07/2000,28.3,21.2,0,5.7
06/07/2000,28.5,21.3,0,5.7
07/07/2000,25.4,21.2,9,0
08/07/2000,31.5,20.9,6,4.9
09/07/2000,31.4,22.8,3.5,11.3
10/07/2000,31.3,23.1,0,10
11/07/2000,32.1,23.6,0,10.6
12/07/2000,29.3,24.4,0,2.7
13/07/2000,32.6,25.7,0,6.3
14/07/2000,32.2,26.2,0,5
15/07/2000,31.7,24.6,0,2.7
16/07/2000,32.5,25.7,0,10
17/07/2000,34.5,26.1,0,10.5
